incident_id,frp_mw,brightness_temperature,brightness_ti5,scan,track,satellite_sensor,instrument,daynight,firms_confidence,latitude,longitude,land_cover_type,elevation_m,forest_distance_km,urban_distance_km,industrial_distance_km,oil_gas_facility_distance_km,chemical_facility_distance_km,population_density,ndvi,forest_cover_pct,vegetation_density,fuel_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,rainfall_7d_mm,wind_speed_kmh,wind_direction_deg,soil_moisture_pct,drought_index,month,season,hour,historical_fire_count_7d,historical_fire_count_30d,historical_fire_count_90d,historical_fire_count_365d,refinery_distance_km,power_plant_distance_km,steel_plant_distance_km,cement_plant_distance_km,mine_distance_km,lng_terminal_distance_km,industrial_landuse_distance_km,within_industrial_area,nearby_facility_type,incident_name,reference_source,reference_url,firms_match,firms_nearby_match,firms_nearby_status,firms_deep_match,firms_deep_status,firms_deep_api_successes,firms_deep_api_failures,firms_evidence_level,firms_evidence_status,firms_evidence_source,historical_firms_status,historical_firms_api_successes,historical_firms_api_failures,fire_duration_days,spread_rate_km_day,thermal_area_km2
INC-0238,458.09,338.91,297.91,2.15,1.28,MODIS_TERRA,MODIS,D,68.5,11.68708,76.5614,Dense Forest / Woodland,862.6,0.06,48.42,48.17,108.18,47.96,85.2,0.616,61.6,0.739,16.1,27.5,38.9,0.0,0.0,9.0,261.5,13.3,-1.12,1,Winter,1,1,3,6,9,102.9,75.08,65.49,89.21,63.35,100.87,48.17,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #238,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0238,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.07,1.11,2.046
INC-0239,257.19,425.68,312.41,0.4,0.34,VIIRS_SNPP,VIIRS,D,83.1,11.6914,76.66294,Dense Forest / Woodland,862.8,0.02,57.65,33.37,53.44,73.15,273.9,0.755,75.5,0.907,8.2,22.5,55.8,0.0,0.0,36.1,296.6,30.5,-3.16,8,Monsoon,5,2,5,5,13,87.25,46.58,71.66,83.45,39.87,186.04,33.37,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #239,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0239,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.78,1.99,7.609
INC-0240,299.05,363.63,301.49,0.37,0.5,VIIRS_NOAA20,VIIRS,D,85.7,11.7099,76.58112,Shrubland / Grassland,862.5,0.25,37.5,31.71,69.76,78.37,11.0,0.721,72.1,0.866,12.6,34.4,47.2,0.0,4.51,21.1,324.4,15.4,1.27,2,Winter,4,1,4,8,18,184.26,80.98,114.97,95.06,47.12,39.54,31.71,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #240,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0240,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,1.67,1.22,3.826
INC-0241,453.39,382.41,311.32,2.14,1.76,MODIS_TERRA,MODIS,N,92.6,11.67377,76.57646,Dense Forest / Woodland,862.7,0.01,42.86,54.76,106.72,111.95,265.4,0.598,59.8,0.718,17.5,32.6,21.1,11.07,11.07,16.4,169.4,15.7,-1.6,1,Winter,0,1,3,3,19,195.79,87.1,124.05,144.16,26.7,176.77,54.76,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #241,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0241,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.14,1.5,0.941
INC-0242,515.74,354.21,310.91,1.23,2.05,MODIS_TERRA,MODIS,D,85.0,21.70199,86.32144,Dense Forest / Woodland,778.8,0.35,50.86,47.52,127.44,61.0,103.5,0.706,70.6,0.847,11.7,36.5,56.9,0.0,0.0,12.0,159.3,11.2,-0.22,2,Winter,2,2,6,8,13,106.0,39.71,142.86,148.77,43.28,109.99,47.52,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #242,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0242,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.81,0.35,9.373
INC-0243,157.22,378.14,311.4,2.16,2.18,MODIS_TERRA,MODIS,N,71.5,21.62583,86.28724,Shrubland / Grassland,772.9,0.11,35.04,71.3,87.59,114.22,275.0,0.747,74.7,0.896,7.8,27.4,26.7,0.0,0.0,33.3,299.2,16.3,-0.49,1,Winter,17,0,4,7,21,73.22,63.37,117.98,73.01,38.08,175.77,71.3,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #243,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0243,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.62,2.68,3.657
INC-0244,492.91,354.11,306.96,0.53,0.51,VIIRS_SNPP,VIIRS,N,99.0,21.62225,86.39204,Dense Forest / Woodland,803.0,0.22,53.67,31.6,84.7,83.06,55.1,0.607,60.7,0.728,17.9,32.6,82.9,0.0,1.14,10.9,276.0,16.8,-3.38,7,Monsoon,0,0,2,8,14,173.58,49.48,128.32,57.1,51.97,19.03,31.6,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #244,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0244,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.56,2.2,7.276
INC-0245,328.61,342.42,312.72,0.42,0.38,VIIRS_NOAA20,VIIRS,D,65.0,11.73399,76.65364,Shrubland / Grassland,851.8,0.3,54.83,62.67,74.68,64.74,152.3,0.85,85.0,1.02,14.1,27.8,32.9,0.0,4.84,20.8,137.3,12.4,-1.55,9,Monsoon,23,3,1,9,20,184.0,56.84,122.08,51.27,99.21,171.74,62.67,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #245,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0245,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.55,2.33,4.586
INC-0246,127.83,331.72,295.26,1.6,1.57,MODIS_TERRA,MODIS,D,68.9,21.64375,86.39409,Dense Forest / Woodland,796.5,0.22,26.45,29.7,124.46,100.64,26.5,0.735,73.5,0.882,7.2,30.0,84.6,0.0,0.0,20.9,291.3,18.6,-1.36,7,Monsoon,21,1,3,4,14,199.7,111.0,141.87,134.66,83.86,67.72,29.7,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #246,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0246,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.27,3.0,0.024
INC-0247,152.47,364.87,295.34,0.45,0.4,VIIRS_SNPP,VIIRS,N,93.7,21.72655,86.37105,Dense Forest / Woodland,793.7,0.36,19.6,34.29,136.2,71.92,230.2,0.766,76.6,0.919,15.7,42.6,60.8,0.0,0.0,33.3,47.1,18.0,-0.32,10,Post-Monsoon,6,0,3,4,16,83.7,75.96,85.83,59.48,37.53,62.17,34.29,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #247,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0247,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.51,3.0,1.708
INC-0248,286.5,332.95,307.7,0.38,0.43,VIIRS_SNPP,VIIRS,N,87.8,21.65383,86.33167,Dense Forest / Woodland,784.8,0.21,55.22,41.69,74.03,61.06,255.7,0.828,82.8,0.993,8.7,30.6,77.6,0.0,0.0,21.9,98.3,41.3,-0.95,4,Summer,8,0,7,7,19,107.34,39.66,116.69,40.02,36.59,102.17,41.69,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #248,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0248,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.38,1.3,7.192
INC-0249,52.89,381.56,299.97,0.44,0.37,VIIRS_NOAA20,VIIRS,D,72.0,21.60532,86.30809,Shrubland / Grassland,797.4,0.28,59.68,50.72,112.46,117.04,96.2,0.704,70.4,0.844,9.7,28.7,77.3,0.0,0.0,31.2,92.6,29.7,-0.97,11,Post-Monsoon,10,0,3,5,14,176.41,71.72,121.12,20.01,30.25,56.67,50.72,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #249,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0249,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.24,1.52,7.858
INC-0250,380.02,331.48,295.12,0.39,0.53,VIIRS_SNPP,VIIRS,D,92.3,11.6733,76.58302,Dense Forest / Woodland,861.6,0.31,52.79,43.99,143.1,84.24,59.1,0.587,58.7,0.704,9.3,26.1,20.6,4.45,4.45,16.2,321.9,7.8,1.89,5,Summer,1,3,2,10,13,157.52,83.71,53.5,8.32,97.05,192.12,43.99,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #250,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0250,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,1.67,2.1,8.917
INC-0251,132.74,423.58,307.57,0.52,0.42,VIIRS_SNPP,VIIRS,N,97.0,21.61543,86.341,Shrubland / Grassland,771.1,0.05,47.18,29.86,141.72,99.32,64.4,0.785,78.5,0.942,21.6,40.4,54.9,0.0,0.0,32.6,47.7,31.4,-0.34,10,Post-Monsoon,9,1,4,7,17,106.97,62.66,95.71,91.78,48.88,46.72,29.86,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #251,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0251,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.11,1.63,3.235
INC-0252,45.77,434.67,308.12,0.32,0.47,VIIRS_NOAA20,VIIRS,D,78.5,11.70749,76.63873,Dense Forest / Woodland,872.7,0.39,56.92,72.9,119.4,66.95,37.6,0.683,68.3,0.819,16.7,25.5,19.0,0.0,0.0,22.8,300.0,37.1,-2.95,1,Winter,0,1,4,5,12,74.56,81.64,103.39,26.27,96.18,169.46,72.9,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #252,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0252,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.57,1.52,7.884
INC-0253,494.04,379.45,303.75,0.38,0.51,VIIRS_SNPP,VIIRS,D,68.9,11.66416,76.58493,Dense Forest / Woodland,852.0,0.12,23.18,53.97,74.44,82.23,218.9,0.792,79.2,0.95,10.6,33.6,65.0,0.0,0.0,17.8,133.2,38.1,-2.64,12,Winter,10,1,3,6,15,98.54,107.8,106.81,11.42,20.02,151.95,53.97,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #253,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0253,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,1.96,0.38,11.259
INC-0254,275.66,349.3,293.53,1.86,1.08,MODIS_TERRA,MODIS,N,82.4,21.68146,86.34745,Shrubland / Grassland,793.3,0.18,38.2,33.67,147.94,60.62,211.5,0.706,70.6,0.848,9.9,22.2,34.6,0.0,0.0,14.9,302.6,38.3,0.17,3,Summer,0,0,3,6,14,124.24,49.46,94.33,23.36,80.48,164.56,33.67,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #254,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0254,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.16,1.15,1.594
INC-0255,435.55,437.43,295.41,1.59,1.84,MODIS_TERRA,MODIS,N,99.5,21.59814,86.31918,Shrubland / Grassland,774.8,0.21,52.31,27.59,149.56,88.18,171.7,0.788,78.8,0.945,9.0,27.9,45.1,0.0,25.2,5.6,317.3,40.8,-0.62,1,Winter,22,2,2,6,9,197.05,62.86,90.38,105.02,80.19,140.13,27.59,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #255,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0255,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.94,2.8,7.189
INC-0256,200.32,393.32,304.85,1.22,1.59,MODIS_TERRA,MODIS,N,92.9,11.73675,76.6412,Dense Forest / Woodland,868.7,0.14,49.3,62.88,64.92,107.01,211.1,0.815,81.5,0.978,9.2,27.0,29.1,0.0,0.0,19.5,10.1,20.4,0.74,9,Monsoon,16,0,3,8,18,183.64,71.95,62.98,87.7,95.81,149.66,62.88,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #256,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0256,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.28,0.14,1.682
INC-0257,217.86,437.58,307.6,0.35,0.38,VIIRS_NOAA21,VIIRS,N,75.7,11.66178,76.61199,Dense Forest / Woodland,860.8,0.02,25.62,49.32,68.26,45.83,164.0,0.563,56.3,0.675,12.3,39.8,82.2,0.0,0.0,33.4,44.4,38.8,-1.72,6,Monsoon,13,0,7,5,21,91.51,78.03,116.53,32.62,81.92,196.66,49.32,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #257,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0257,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.27,1.6,10.782
INC-0258,400.56,404.49,304.68,0.39,0.32,VIIRS_NOAA21,VIIRS,N,94.2,21.62277,86.33891,Dense Forest / Woodland,802.4,0.17,53.04,70.26,127.13,103.4,276.5,0.725,72.5,0.87,12.5,39.3,48.5,0.0,8.65,22.7,74.4,18.6,-0.22,7,Monsoon,6,0,2,9,10,72.89,35.01,128.11,9.58,40.75,156.49,70.26,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #258,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0258,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.32,1.71,11.121
INC-0259,191.38,428.86,304.84,0.35,0.51,VIIRS_SNPP,VIIRS,D,77.2,11.66465,76.57376,Dense Forest / Woodland,853.7,0.1,34.46,32.93,57.87,94.4,242.1,0.683,68.3,0.82,6.0,29.4,48.5,0.0,0.0,5.5,61.5,22.3,-1.54,5,Summer,2,1,4,3,12,117.0,95.36,52.11,133.58,68.79,40.54,32.93,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #259,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0259,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.29,1.76,11.478
INC-0260,535.22,370.96,299.29,0.54,0.47,VIIRS_NOAA20,VIIRS,D,91.3,21.62091,86.34399,Shrubland / Grassland,772.5,0.05,48.31,75.05,146.9,101.87,216.1,0.644,64.4,0.772,20.4,30.9,20.7,0.0,0.0,15.2,313.2,34.9,-2.3,7,Monsoon,17,1,4,5,15,94.07,33.61,148.4,72.92,47.24,177.97,75.05,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #260,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0260,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.32,1.7,0.404
INC-0261,515.21,399.37,313.35,2.16,1.79,MODIS_TERRA,MODIS,D,99.4,11.65046,76.66102,Dense Forest / Woodland,859.8,0.04,25.4,50.62,67.01,79.59,198.0,0.833,83.3,0.999,19.9,29.2,58.1,0.0,0.0,18.2,127.3,26.0,-0.2,10,Post-Monsoon,17,0,3,7,15,125.99,116.06,87.71,11.03,82.85,146.52,50.62,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #261,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0261,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.29,1.73,7.917
INC-0262,276.17,421.04,301.28,2.16,1.69,MODIS_TERRA,MODIS,N,83.3,21.7005,86.3477,Shrubland / Grassland,796.9,0.39,55.02,75.14,91.15,54.71,256.6,0.651,65.1,0.781,21.8,42.6,84.3,0.0,0.0,9.3,91.3,8.6,-2.01,10,Post-Monsoon,13,1,2,7,18,191.8,77.91,133.76,133.36,47.37,56.39,75.14,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #262,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0262,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.08,2.25,6.436
INC-0263,497.58,364.43,304.69,1.95,1.4,MODIS_TERRA,MODIS,D,83.7,11.62203,76.69989,Dense Forest / Woodland,858.1,0.06,34.97,46.16,55.66,106.66,147.9,0.75,75.0,0.9,14.8,28.6,81.7,0.0,0.0,34.6,260.3,6.2,-3.37,6,Monsoon,9,1,3,3,16,66.32,88.79,74.55,129.45,35.37,46.22,46.16,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #263,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0263,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.85,0.69,11.02
INC-0264,142.73,398.92,292.03,2.12,2.07,MODIS_TERRA,MODIS,N,71.6,11.60814,76.57684,Dense Forest / Woodland,858.6,0.02,39.97,75.68,61.68,72.36,189.3,0.83,83.0,0.996,10.2,36.7,44.0,0.0,0.0,31.5,347.9,30.4,0.8,7,Monsoon,4,0,5,6,15,65.87,91.45,73.82,137.75,64.75,171.68,75.68,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #264,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0264,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.52,1.17,3.021
INC-0265,302.98,432.38,313.31,0.41,0.48,VIIRS_NOAA21,VIIRS,D,99.2,21.65237,86.33409,Dense Forest / Woodland,772.3,0.05,22.23,68.99,104.14,41.48,258.5,0.817,81.7,0.981,15.1,41.5,19.2,0.0,0.0,16.0,165.1,44.3,-2.4,9,Monsoon,1,2,3,7,15,68.68,109.93,135.58,143.65,48.58,176.88,68.99,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #265,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0265,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.21,2.76,10.751
INC-0266,52.17,359.39,303.07,0.37,0.43,VIIRS_NOAA21,VIIRS,D,82.0,29.69811,76.8397,Cropland / Agriculture,240.0,13.06,18.74,20.3,69.07,67.77,95.8,0.325,32.5,0.39,16.1,27.3,57.5,0.0,0.0,16.3,6.1,25.9,-1.66,6,Monsoon,23,5,13,30,66,110.65,32.64,106.96,122.51,93.49,90.12,20.3,0,Rural Agro Storage,Karnal Rice Basin Thermal Anomaly Event #266,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0266,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.64,1.47,6.234
INC-0267,32.77,340.06,306.4,0.37,0.51,VIIRS_SNPP,VIIRS,D,79.5,29.70842,76.92315,Cropland / Agriculture,254.5,16.12,8.76,14.05,68.73,43.82,118.4,0.517,51.7,0.621,19.9,24.7,64.2,0.0,9.01,18.1,44.7,21.8,-2.43,10,Post-Monsoon,11,4,12,25,47,102.15,67.89,102.93,72.66,104.68,88.61,14.05,0,Rural Agro Storage,Karnal Rice Basin Thermal Anomaly Event #267,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0267,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.7,0.68,6.955
INC-0268,32.93,319.52,309.2,1.69,1.02,MODIS_TERRA,MODIS,N,73.8,29.69699,76.92377,Cropland / Agriculture,271.8,42.22,14.64,20.63,47.43,77.44,276.7,0.282,28.2,0.338,16.5,38.3,58.5,0.0,12.14,16.4,265.0,25.5,0.56,12,Winter,15,1,6,28,44,56.79,24.12,82.99,53.97,74.02,21.76,20.63,0,Rural Agro Storage,Karnal Rice Basin Thermal Anomaly Event #268,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0268,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.66,1.63,6.74
INC-0269,52.08,365.33,300.5,0.4,0.52,VIIRS_NOAA20,VIIRS,D,87.3,29.74803,76.99075,Cropland / Agriculture,275.0,36.63,11.25,13.43,49.95,50.7,150.4,0.389,38.9,0.466,14.0,41.3,25.0,0.0,0.0,18.7,119.6,21.5,-0.18,12,Winter,4,3,13,32,47,62.38,79.9,43.94,54.89,116.17,198.17,13.43,0,Rural Agro Storage,Karnal Rice Basin Thermal Anomaly Event #269,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0269,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.16,2.38,3.117
